model,case,regime,start,end,stage,variable,is_true_predictor,B,abs_B,Beta,abs_Beta,p_value,selected_stepwise,false_stepwise,problem_window,mean_abs_corr,rank_B,rank_Beta
base,base_a_2_52,предтурбулентный цикл,26,51,early,X_n,1,-2.52000000042608,2.52000000042608,-1.000000000160071,1.000000000160071,3.672051430666235e-06,1,0,1,0.932584626971214,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,26,51,early,Lag_1,0,-1.0186340659856796e-10,1.0186340659856796e-10,-1.6007106751203537e-10,1.6007106751203537e-10,0.9999999822428234,0,0,1,0.932584626971214,7.0,2.0
base,base_a_2_52,предтурбулентный цикл,26,51,early,Lag_2,0,-6.548361852765083e-10,6.548361852765083e-10,-1.2732925824820995e-10,1.2732925824820995e-10,0.9999999170689158,0,0,1,0.932584626971214,2.0,3.0
base,base_a_2_52,предтурбулентный цикл,26,51,early,Lag_3,0,-2.6193447411060333e-10,2.6193447411060333e-10,-1.2732925824820995e-10,1.2732925824820995e-10,0.9999999577940533,0,0,1,0.932584626971214,4.0,3.0
base,base_a_2_52,предтурбулентный цикл,26,51,early,Lag_4,0,-2.6193447411060333e-10,2.6193447411060333e-10,-2.9103830456733704e-11,2.9103830456733704e-11,0.9999999529077419,0,0,1,0.932584626971214,4.0,7.0
base,base_a_2_52,предтурбулентный цикл,26,51,early,Lag_5,0,-4.94765117764473e-10,4.94765117764473e-10,-4.729372449219227e-11,4.729372449219227e-11,0.9999999059497142,0,0,1,0.932584626971214,3.0,6.0
base,base_a_2_52,предтурбулентный цикл,26,51,early,Lag_6,0,2.9103830456733704e-11,2.9103830456733704e-11,-5.4569682106375694e-11,5.4569682106375694e-11,0.9999999935976964,0,0,1,0.932584626971214,8.0,5.0
base,base_a_2_52,предтурбулентный цикл,26,51,early,Lag_7,0,-1.0186340659856796e-10,1.0186340659856796e-10,-7.821654435247183e-11,7.821654435247183e-11,0.999999964278222,0,0,1,0.932584626971214,7.0,4.0
base,base_a_2_52,предтурбулентный цикл,26,51,early,Lag_8,0,-1.6370904631912708e-11,1.6370904631912708e-11,1.1823431123048067e-11,1.1823431123048067e-11,0.9999999947516556,0,0,1,0.932584626971214,9.0,10.0
base,base_a_2_52,предтурбулентный цикл,26,51,early,Lag_9,0,-1.8280843505635858e-10,1.8280843505635858e-10,-2.1714186004828662e-11,2.1714186004828662e-11,0.9999999314525903,0,0,1,0.932584626971214,6.0,8.0
base,base_a_2_52,предтурбулентный цикл,26,51,early,Lag_10,0,2.41016095969826e-10,2.41016095969826e-10,-1.7280399333685637e-11,1.7280399333685637e-11,0.9999999104732864,0,0,1,0.932584626971214,5.0,9.0
base,base_a_2_52,предтурбулентный цикл,27,52,early,X_n,1,-2.520000000251457,2.520000000251457,-1.0000000001382432,1.0000000001382432,2.7367617178530224e-05,1,0,1,0.9322805989447647,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,27,52,early,Lag_1,0,-5.093170329928398e-10,5.093170329928398e-10,-3.637978807091713e-10,3.637978807091713e-10,0.9999999700997806,0,0,1,0.9322805989447647,8.0,2.0
base,base_a_2_52,предтурбулентный цикл,27,52,early,Lag_2,0,-8.294591680169106e-10,8.294591680169106e-10,-6.548361852765083e-11,6.548361852765083e-11,0.9999999548398886,0,0,1,0.9322805989447647,6.0,7.0
base,base_a_2_52,предтурбулентный цикл,27,52,early,Lag_3,0,-1.382431946694851e-09,1.382431946694851e-09,-3.055902197957039e-10,3.055902197957039e-10,0.9999999128039523,0,0,1,0.9322805989447647,3.0,3.0
base,base_a_2_52,предтурбулентный цикл,27,52,early,Lag_4,0,-1.4115357771515846e-09,1.4115357771515846e-09,-1.6007106751203537e-10,1.6007106751203537e-10,0.9999997892066358,0,0,1,0.9322805989447647,2.0,4.0
base,base_a_2_52,предтурбулентный цикл,27,52,early,Lag_5,0,-1.0477378964424133e-09,1.0477378964424133e-09,3.2741809263825417e-11,3.2741809263825417e-11,0.9999998548987096,0,0,1,0.9322805989447647,4.0,9.0
base,base_a_2_52,предтурбулентный цикл,27,52,early,Lag_6,0,-8.512870408594608e-10,8.512870408594608e-10,-2.9103830456733704e-11,2.9103830456733704e-11,0.9999998708129256,0,0,1,0.9322805989447647,5.0,10.0
base,base_a_2_52,предтурбулентный цикл,27,52,early,Lag_7,0,-5.311449058353901e-10,5.311449058353901e-10,-6.912159733474255e-11,6.912159733474255e-11,0.9999999276136182,0,0,1,0.9322805989447647,7.0,6.0
base,base_a_2_52,предтурбулентный цикл,27,52,early,Lag_8,0,-4.3655745685100555e-10,4.3655745685100555e-10,-8.36735125631094e-11,8.36735125631094e-11,0.9999998201867524,0,0,1,0.9322805989447647,9.0,5.0
base,base_a_2_52,предтурбулентный цикл,27,52,early,Lag_9,0,-2.5511326384730637e-10,2.5511326384730637e-10,-6.230038707144558e-11,6.230038707144558e-11,0.999999855790092,0,0,1,0.9322805989447647,10.0,8.0
base,base_a_2_52,предтурбулентный цикл,27,52,early,Lag_10,0,5.4569682106375694e-12,5.4569682106375694e-12,0.0,0.0,0.9999999973798589,0,0,1,0.9322805989447647,11.0,11.0
base,base_a_2_52,предтурбулентный цикл,28,53,early,X_n,1,-2.5199999992983066,2.5199999992983066,-1.000000000189175,1.000000000189175,2.5982922084118275e-05,1,0,1,0.9323853444117759,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,28,53,early,Lag_1,0,1.04046193882823e-09,1.04046193882823e-09,-1.0732037480920553e-10,1.0732037480920553e-10,0.9999999328059372,0,0,1,0.9323853444117759,2.0,8.0
base,base_a_2_52,предтурбулентный цикл,28,53,early,Lag_2,0,6.402842700481415e-10,6.402842700481415e-10,-1.7462298274040222e-10,1.7462298274040222e-10,0.9999999602208423,0,0,1,0.9323853444117759,4.0,6.0
base,base_a_2_52,предтурбулентный цикл,28,53,early,Lag_3,0,9.604264050722122e-10,9.604264050722122e-10,-2.837623469531536e-10,2.837623469531536e-10,0.999999933393604,0,0,1,0.9323853444117759,3.0,2.0
base,base_a_2_52,предтурбулентный цикл,28,53,early,Lag_4,0,-5.093170329928398e-10,5.093170329928398e-10,-1.8189894035458565e-10,1.8189894035458565e-10,0.9999999573073334,0,0,1,0.9323853444117759,5.0,5.0
base,base_a_2_52,предтурбулентный цикл,28,53,early,Lag_5,0,-5.820766091346741e-11,5.820766091346741e-11,-2.255546860396862e-10,2.255546860396862e-10,0.9999999910362436,0,0,1,0.9323853444117759,11.0,3.0
base,base_a_2_52,предтурбулентный цикл,28,53,early,Lag_6,0,3.346940502524376e-10,3.346940502524376e-10,-2.1464074961841106e-10,2.1464074961841106e-10,0.9999999465166529,0,0,1,0.9323853444117759,7.0,4.0
base,base_a_2_52,предтурбулентный цикл,28,53,early,Lag_7,0,2.6193447411060333e-10,2.6193447411060333e-10,-1.3096723705530167e-10,1.3096723705530167e-10,0.9999999607530881,0,0,1,0.9323853444117759,9.0,7.0
base,base_a_2_52,предтурбулентный цикл,28,53,early,Lag_8,0,-3.2014213502407074e-10,3.2014213502407074e-10,-1.8189894035458565e-11,1.8189894035458565e-11,0.9999999551767551,0,0,1,0.9323853444117759,8.0,10.0
base,base_a_2_52,предтурбулентный цикл,28,53,early,Lag_9,0,-4.220055416226387e-10,4.220055416226387e-10,-5.093170329928398e-11,5.093170329928398e-11,0.9999997145513053,0,0,1,0.9323853444117759,6.0,9.0
base,base_a_2_52,предтурбулентный цикл,28,53,early,Lag_10,0,-1.1095835361629725e-10,1.1095835361629725e-10,1.4551915228366852e-11,1.4551915228366852e-11,0.9999999348317856,0,0,1,0.9323853444117759,10.0,11.0
base,base_a_2_52,предтурбулентный цикл,29,54,early,X_n,1,-2.5199999977776315,2.5199999977776315,-0.9999999995052349,0.9999999995052349,0.0006454075511293184,1,0,1,0.9327001817791608,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,29,54,early,Lag_1,0,6.912159733474255e-10,6.912159733474255e-10,-3.3287506084889174e-10,3.3287506084889174e-10,0.9999999912405969,0,0,1,0.9327001817791608,7.0,7.0
base,base_a_2_52,предтурбулентный цикл,29,54,early,Lag_2,0,2.6193447411060333e-09,2.6193447411060333e-09,8.294591680169106e-10,8.294591680169106e-10,0.9999999717659249,0,0,1,0.9327001817791608,2.0,2.0
base,base_a_2_52,предтурбулентный цикл,29,54,early,Lag_3,0,1.8044374883174896e-09,1.8044374883174896e-09,4.729372449219227e-10,4.729372449219227e-10,0.9999999782082433,0,0,1,0.9327001817791608,3.0,6.0
base,base_a_2_52,предтурбулентный цикл,29,54,early,Lag_4,0,1.0477378964424133e-09,1.0477378964424133e-09,5.093170329928398e-10,5.093170329928398e-10,0.9999999848935417,0,0,1,0.9327001817791608,5.0,4.0
base,base_a_2_52,предтурбулентный цикл,29,54,early,Lag_5,0,1.6007106751203537e-09,1.6007106751203537e-09,7.8580342233181e-10,7.8580342233181e-10,0.9999999762025069,0,0,1,0.9327001817791608,4.0,3.0
base,base_a_2_52,предтурбулентный цикл,29,54,early,Lag_6,0,6.402842700481415e-10,6.402842700481415e-10,2.764863893389702e-10,2.764863893389702e-10,0.9999999818244041,0,0,1,0.9327001817791608,9.0,8.0
base,base_a_2_52,предтурбулентный цикл,29,54,early,Lag_7,0,7.421476766467094e-10,7.421476766467094e-10,2.2919266484677792e-10,2.2919266484677792e-10,0.9999999806404934,0,0,1,0.9327001817791608,6.0,9.0
base,base_a_2_52,предтурбулентный цикл,29,54,early,Lag_8,0,-6.257323548197746e-10,6.257323548197746e-10,-3.637978807091713e-11,3.637978807091713e-11,0.9999999836486297,0,0,1,0.9327001817791608,10.0,10.0
base,base_a_2_52,предтурбулентный цикл,29,54,early,Lag_9,0,6.621121428906918e-10,6.621121428906918e-10,4.94765117764473e-10,4.94765117764473e-10,0.9999999805180321,0,0,1,0.9327001817791608,8.0,5.0
base,base_a_2_52,предтурбулентный цикл,29,54,early,Lag_10,0,-3.8562575355172157e-10,3.8562575355172157e-10,1.4551915228366852e-11,1.4551915228366852e-11,0.9999999573623591,0,0,1,0.9327001817791608,11.0,11.0
base,base_a_2_52,предтурбулентный цикл,30,55,early,X_n,1,-2.5200000040931627,2.5200000040931627,-0.9999999998544808,0.9999999998544808,7.121239980083057e-05,1,0,1,0.932561158527296,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,30,55,early,Lag_1,0,-2.0954757928848267e-09,2.0954757928848267e-09,2.6193447411060333e-10,2.6193447411060333e-10,0.9999999167335237,0,0,1,0.932561158527296,4.0,6.0
base,base_a_2_52,предтурбулентный цикл,30,55,early,Lag_2,0,-5.180481821298599e-09,5.180481821298599e-09,3.2014213502407074e-10,3.2014213502407074e-10,0.9999998509839267,0,0,1,0.932561158527296,2.0,5.0
base,base_a_2_52,предтурбулентный цикл,30,55,early,Lag_3,0,-2.6775524020195007e-09,2.6775524020195007e-09,3.2014213502407074e-10,3.2014213502407074e-10,0.9999999013150873,0,0,1,0.932561158527296,3.0,5.0
base,base_a_2_52,предтурбулентный цикл,30,55,early,Lag_4,0,-1.4260876923799515e-09,1.4260876923799515e-09,4.656612873077393e-10,4.656612873077393e-10,0.9999999414406465,0,0,1,0.932561158527296,6.0,3.0
base,base_a_2_52,предтурбулентный цикл,30,55,early,Lag_5,0,-1.57160684466362e-09,1.57160684466362e-09,4.511093720793724e-10,4.511093720793724e-10,0.9999999318718497,0,0,1,0.932561158527296,5.0,4.0
base,base_a_2_52,предтурбулентный цикл,30,55,early,Lag_6,0,-1.367880031466484e-09,1.367880031466484e-09,7.8580342233181e-10,7.8580342233181e-10,0.9999999314646117,0,0,1,0.932561158527296,7.0,2.0
base,base_a_2_52,предтурбулентный цикл,30,55,early,Lag_7,0,-1.1350493878126144e-09,1.1350493878126144e-09,2.6193447411060333e-10,2.6193447411060333e-10,0.9999999096425025,0,0,1,0.932561158527296,8.0,6.0
base,base_a_2_52,предтурбулентный цикл,30,55,early,Lag_8,0,7.639755494892597e-10,7.639755494892597e-10,2.0372681319713593e-10,2.0372681319713593e-10,0.999999944596031,0,0,1,0.932561158527296,9.0,8.0
base,base_a_2_52,предтурбулентный цикл,30,55,early,Lag_9,0,-3.019522409886122e-10,3.019522409886122e-10,1.90084392670542e-10,1.90084392670542e-10,0.9999999743896044,0,0,1,0.932561158527296,11.0,9.0
base,base_a_2_52,предтурбулентный цикл,30,55,early,Lag_10,0,3.055902197957039e-10,3.055902197957039e-10,2.2919266484677792e-10,2.2919266484677792e-10,0.9999999744037658,0,0,1,0.932561158527296,10.0,7.0
base,base_a_2_52,предтурбулентный цикл,31,56,early,X_n,1,-2.5199999974574894,2.5199999974574894,-0.9999999991850927,0.9999999991850927,0.01690841723215293,1,0,1,0.9322683398648062,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,31,56,early,Lag_1,0,2.153683453798294e-09,2.153683453798294e-09,2.0372681319713593e-10,2.0372681319713593e-10,0.9999999949646707,0,0,1,0.9322683398648062,2.0,9.0
base,base_a_2_52,предтурбулентный цикл,31,56,early,Lag_2,0,-2.9103830456733704e-10,2.9103830456733704e-10,1.7171259969472885e-09,1.7171259969472885e-09,0.9999999993709399,0,0,1,0.9322683398648062,11.0,3.0
base,base_a_2_52,предтурбулентный цикл,31,56,early,Lag_3,0,9.313225746154785e-10,9.313225746154785e-10,1.7462298274040222e-09,1.7462298274040222e-09,0.99999999765669,0,0,1,0.9322683398648062,5.0,2.0
base,base_a_2_52,предтурбулентный цикл,31,56,early,Lag_4,0,7.566995918750763e-10,7.566995918750763e-10,3.4924596548080444e-10,3.4924596548080444e-10,0.9999999954861983,0,0,1,0.9322683398648062,7.0,5.0
base,base_a_2_52,предтурбулентный цикл,31,56,early,Lag_5,0,1.1350493878126144e-09,1.1350493878126144e-09,6.475602276623249e-10,6.475602276623249e-10,0.9999999937232806,0,0,1,0.9322683398648062,3.0,4.0
base,base_a_2_52,предтурбулентный цикл,31,56,early,Lag_6,0,1.076841726899147e-09,1.076841726899147e-09,2.0372681319713593e-10,2.0372681319713593e-10,0.999999993457674,0,0,1,0.9322683398648062,4.0,9.0
base,base_a_2_52,предтурбулентный цикл,31,56,early,Lag_7,0,5.238689482212067e-10,5.238689482212067e-10,3.346940502524376e-10,3.346940502524376e-10,0.9999999971436541,0,0,1,0.9322683398648062,9.0,6.0
base,base_a_2_52,предтурбулентный цикл,31,56,early,Lag_8,0,-8.149072527885437e-10,8.149072527885437e-10,1.0186340659856796e-10,1.0186340659856796e-10,0.9999999870473307,0,0,1,0.9322683398648062,6.0,10.0
base,base_a_2_52,предтурбулентный цикл,31,56,early,Lag_9,0,4.984030965715647e-10,4.984030965715647e-10,2.6921043172478676e-10,2.6921043172478676e-10,0.9999999891142987,0,0,1,0.9322683398648062,10.0,7.0
base,base_a_2_52,предтурбулентный цикл,31,56,early,Lag_10,0,6.184563972055912e-10,6.184563972055912e-10,2.091837814077735e-10,2.091837814077735e-10,0.99999998858266,0,0,1,0.9322683398648062,8.0,8.0
base,base_a_2_52,предтурбулентный цикл,32,57,early,X_n,1,-2.519999991694931,2.519999991694931,-1.000000002561137,1.000000002561137,0.240425947931516,1,0,1,0.9323854626105174,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,32,57,early,Lag_1,0,5.3551048040390015e-09,5.3551048040390015e-09,1.2660166248679161e-09,1.2660166248679161e-09,0.9999999970902118,0,0,1,0.9323854626105174,4.0,6.0
base,base_a_2_52,предтурбулентный цикл,32,57,early,Lag_2,0,5.587935447692871e-09,5.587935447692871e-09,2.5029294192790985e-09,2.5029294192790985e-09,0.9999999970840553,0,0,1,0.9323854626105174,2.0,3.0
base,base_a_2_52,предтурбулентный цикл,32,57,early,Lag_3,0,5.471520125865936e-09,5.471520125865936e-09,2.7066562324762344e-09,2.7066562324762344e-09,0.9999999968028042,0,0,1,0.9323854626105174,3.0,2.0
base,base_a_2_52,предтурбулентный цикл,32,57,early,Lag_4,0,-4.656612873077393e-10,4.656612873077393e-10,2.3283064365386963e-09,2.3283064365386963e-09,0.999999999671247,0,0,1,0.9323854626105174,11.0,4.0
base,base_a_2_52,предтурбулентный цикл,32,57,early,Lag_5,0,2.7939677238464355e-09,2.7939677238464355e-09,3.7834979593753815e-10,3.7834979593753815e-10,0.9999999963687909,0,0,1,0.9323854626105174,5.0,10.0
base,base_a_2_52,предтурбулентный цикл,32,57,early,Lag_6,0,-8.149072527885437e-10,8.149072527885437e-10,5.529727786779404e-10,5.529727786779404e-10,0.9999999988997159,0,0,1,0.9323854626105174,8.0,8.0
base,base_a_2_52,предтурбулентный цикл,32,57,early,Lag_7,0,2.0954757928848267e-09,2.0954757928848267e-09,6.693881005048752e-10,6.693881005048752e-10,0.9999999973465141,0,0,1,0.9323854626105174,6.0,7.0
base,base_a_2_52,предтурбулентный цикл,32,57,early,Lag_8,0,-6.693881005048752e-10,6.693881005048752e-10,1.367880031466484e-09,1.367880031466484e-09,0.9999999992095026,0,0,1,0.9323854626105174,9.0,5.0
base,base_a_2_52,предтурбулентный цикл,32,57,early,Lag_9,0,-5.238689482212067e-10,5.238689482212067e-10,2.9103830456733704e-11,2.9103830456733704e-11,0.9999999971031015,0,0,1,0.9323854626105174,10.0,11.0
base,base_a_2_52,предтурбулентный цикл,32,57,early,Lag_10,0,-1.0622898116707802e-09,1.0622898116707802e-09,-4.874891601502895e-10,4.874891601502895e-10,0.9999999949106761,0,0,1,0.9323854626105174,7.0,9.0
base,base_a_2_52,предтурбулентный цикл,33,58,early,X_n,1,-2.5200000101467595,2.5200000101467595,-1.0000000019790605,1.0000000019790605,0.05880358114681196,1,0,1,0.9327063338797251,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,33,58,early,Lag_1,0,3.0850060284137726e-09,3.0850060284137726e-09,1.4115357771515846e-09,1.4115357771515846e-09,0.9999999960838577,0,0,1,0.9327063338797251,6.0,8.0
base,base_a_2_52,предтурбулентный цикл,33,58,early,Lag_2,0,-1.6298145055770874e-09,1.6298145055770874e-09,1.7462298274040222e-09,1.7462298274040222e-09,0.9999999982454686,0,0,1,0.9327063338797251,8.0,7.0
base,base_a_2_52,предтурбулентный цикл,33,58,early,Lag_3,0,-4.190951585769653e-09,4.190951585769653e-09,2.9976945370435715e-09,2.9976945370435715e-09,0.9999999949300182,0,0,1,0.9327063338797251,5.0,4.0
base,base_a_2_52,предтурбулентный цикл,33,58,early,Lag_4,0,5.122274160385132e-09,5.122274160385132e-09,4.773028194904327e-09,4.773028194904327e-09,0.9999999926001121,0,0,1,0.9327063338797251,3.0,2.0
base,base_a_2_52,предтурбулентный цикл,33,58,early,Lag_5,0,-5.238689482212067e-09,5.238689482212067e-09,3.434251993894577e-09,3.434251993894577e-09,0.9999999921837847,0,0,1,0.9327063338797251,2.0,3.0
base,base_a_2_52,предтурбулентный цикл,33,58,early,Lag_6,0,-4.6566128730773926e-09,4.6566128730773926e-09,2.0372681319713593e-09,2.0372681319713593e-09,0.9999999867063722,0,0,1,0.9327063338797251,4.0,6.0
base,base_a_2_52,предтурбулентный цикл,33,58,early,Lag_7,0,-1.280568540096283e-09,1.280568540096283e-09,1.1204974725842476e-09,1.1204974725842476e-09,0.9999999966424684,0,0,1,0.9327063338797251,10.0,9.0
base,base_a_2_52,предтурбулентный цикл,33,58,early,Lag_8,0,1.57160684466362e-09,1.57160684466362e-09,2.240994945168495e-09,2.240994945168495e-09,0.9999999958767535,0,0,1,0.9327063338797251,9.0,5.0
base,base_a_2_52,предтурбулентный цикл,33,58,early,Lag_9,0,-3.0704541131854057e-09,3.0704541131854057e-09,8.149072527885437e-10,8.149072527885437e-10,0.9999999909051493,0,0,1,0.9327063338797251,7.0,10.0
base,base_a_2_52,предтурбулентный цикл,33,58,early,Lag_10,0,-1.1350493878126144e-09,1.1350493878126144e-09,3.7834979593753815e-10,3.7834979593753815e-10,0.9999999878128552,0,0,1,0.9327063338797251,11.0,11.0
base,base_a_2_52,предтурбулентный цикл,34,59,early,X_n,1,-2.5200000102631748,2.5200000102631748,-1.0000000002328306,1.0000000002328306,0.0740957295442903,1,0,1,0.9325718010374573,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,34,59,early,Lag_1,0,-9.778887033462524e-09,9.778887033462524e-09,2.2118911147117615e-09,2.2118911147117615e-09,0.9999999886531532,0,0,1,0.9325718010374573,4.0,3.0
base,base_a_2_52,предтурбулентный цикл,34,59,early,Lag_2,0,-1.3504177331924438e-08,1.3504177331924438e-08,7.566995918750763e-09,7.566995918750763e-09,0.9999999886382036,0,0,1,0.9325718010374573,2.0,2.0
base,base_a_2_52,предтурбулентный цикл,34,59,early,Lag_3,0,-1.210719347000122e-08,1.210719347000122e-08,-1.1641532182693481e-10,1.1641532182693481e-10,0.9999999869902794,0,0,1,0.9325718010374573,3.0,9.0
base,base_a_2_52,предтурбулентный цикл,34,59,early,Lag_4,0,-4.423782229423523e-09,4.423782229423523e-09,-1.979060471057892e-09,1.979060471057892e-09,0.9999999947003109,0,0,1,0.9325718010374573,8.0,5.0
base,base_a_2_52,предтурбулентный цикл,34,59,early,Lag_5,0,-7.2177499532699585e-09,7.2177499532699585e-09,1.1641532182693481e-10,1.1641532182693481e-10,0.9999999908652133,0,0,1,0.9325718010374573,5.0,9.0
base,base_a_2_52,предтурбулентный цикл,34,59,early,Lag_6,0,-5.122274160385132e-09,5.122274160385132e-09,-1.6298145055770874e-09,1.6298145055770874e-09,0.9999999925028997,0,0,1,0.9325718010374573,7.0,6.0
base,base_a_2_52,предтурбулентный цикл,34,59,early,Lag_7,0,-5.587935447692871e-09,5.587935447692871e-09,-3.4924596548080444e-10,3.4924596548080444e-10,0.9999999869860998,0,0,1,0.9325718010374573,6.0,8.0
base,base_a_2_52,предтурбулентный цикл,34,59,early,Lag_8,0,1.0186340659856796e-09,1.0186340659856796e-09,-5.820766091346741e-11,5.820766091346741e-11,0.9999999978353571,0,0,1,0.9325718010374573,9.0,10.0
base,base_a_2_52,предтурбулентный цикл,34,59,early,Lag_9,0,-9.167706593871117e-10,9.167706593871117e-10,-7.166818249970675e-10,7.166818249970675e-10,0.99999999772145,0,0,1,0.9325718010374573,10.0,7.0
base,base_a_2_52,предтурбулентный цикл,34,59,early,Lag_10,0,2.9103830456733704e-11,2.9103830456733704e-11,-2.204615157097578e-09,2.204615157097578e-09,0.999999999928463,0,0,1,0.9325718010374573,11.0,4.0
base,base_a_2_52,предтурбулентный цикл,35,60,early,X_n,1,-2.5200000256299973,2.5200000256299973,-0.9999999959254637,0.9999999959254637,0.8934192322677729,1,0,1,0.9322738520968756,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,35,60,early,Lag_1,0,-2.537854015827179e-08,2.537854015827179e-08,6.752088665962219e-09,6.752088665962219e-09,0.9999999988167569,0,0,1,0.9322738520968756,2.0,2.0
base,base_a_2_52,предтурбулентный цикл,35,60,early,Lag_2,0,7.450580596923828e-09,7.450580596923828e-09,4.6566128730773926e-09,4.6566128730773926e-09,0.9999999996783893,0,0,1,0.9322738520968756,7.0,3.0
base,base_a_2_52,предтурбулентный цикл,35,60,early,Lag_3,0,-2.1420419216156006e-08,2.1420419216156006e-08,2.0954757928848267e-09,2.0954757928848267e-09,0.9999999989260333,0,0,1,0.9322738520968756,3.0,7.0
base,base_a_2_52,предтурбулентный цикл,35,60,early,Lag_4,0,-1.862645149230957e-09,1.862645149230957e-09,6.984919309616089e-10,6.984919309616089e-10,0.999999999778729,0,0,1,0.9322738520968756,9.0,10.0
base,base_a_2_52,предтурбулентный цикл,35,60,early,Lag_5,0,-1.30385160446167e-08,1.30385160446167e-08,-1.9208528101444244e-09,1.9208528101444244e-09,0.9999999985638984,0,0,1,0.9322738520968756,5.0,8.0
base,base_a_2_52,предтурбулентный цикл,35,60,early,Lag_6,0,-1.83936208486557e-08,1.83936208486557e-08,-2.0954757928848267e-09,2.0954757928848267e-09,0.9999999977768608,0,0,1,0.9322738520968756,4.0,7.0
base,base_a_2_52,предтурбулентный цикл,35,60,early,Lag_7,0,-1.0943040251731873e-08,1.0943040251731873e-08,2.3283064365386963e-09,2.3283064365386963e-09,0.9999999988126754,0,0,1,0.9322738520968756,6.0,6.0
base,base_a_2_52,предтурбулентный цикл,35,60,early,Lag_8,0,-2.3283064365386963e-10,2.3283064365386963e-10,-2.561137080192566e-09,2.561137080192566e-09,0.9999999999251331,0,0,1,0.9322738520968756,10.0,5.0
base,base_a_2_52,предтурбулентный цикл,35,60,early,Lag_9,0,4.3655745685100555e-11,4.3655745685100555e-11,-8.694769348949194e-10,8.694769348949194e-10,0.9999999999807219,0,0,1,0.9322738520968756,11.0,9.0
base,base_a_2_52,предтурбулентный цикл,35,60,early,Lag_10,0,-6.199115887284279e-09,6.199115887284279e-09,-3.5579432733356953e-09,3.5579432733356953e-09,0.9999999976809154,0,0,1,0.9322738520968756,8.0,4.0
base,base_a_2_52,предтурбулентный цикл,36,61,early,X_n,1,-2.5200000004842877,2.5200000004842877,-1.000000009778887,1.000000009778887,0.9314646277449529,1,0,1,0.9323853035836213,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,36,61,early,Lag_1,0,-2.3050233721733093e-08,2.3050233721733093e-08,-1.1816155165433884e-08,1.1816155165433884e-08,0.9999999992630297,0,0,1,0.9323853035836213,7.0,3.0
base,base_a_2_52,предтурбулентный цикл,36,61,early,Lag_2,0,-4.330649971961975e-08,4.330649971961975e-08,-2.3283064365386963e-09,2.3283064365386963e-09,0.9999999986692225,0,0,1,0.9323853035836213,5.0,9.0
base,base_a_2_52,предтурбулентный цикл,36,61,early,Lag_3,0,-5.075708031654358e-08,5.075708031654358e-08,-1.4784745872020721e-08,1.4784745872020721e-08,0.9999999982559605,0,0,1,0.9323853035836213,2.0,2.0
base,base_a_2_52,предтурбулентный цикл,36,61,early,Lag_4,0,-4.98257577419281e-08,4.98257577419281e-08,-6.05359673500061e-09,6.05359673500061e-09,0.9999999979311287,0,0,1,0.9323853035836213,3.0,5.0
base,base_a_2_52,предтурбулентный цикл,36,61,early,Lag_5,0,-4.377216100692749e-08,4.377216100692749e-08,-3.958120942115784e-09,3.958120942115784e-09,0.999999996657291,0,0,1,0.9323853035836213,4.0,8.0
base,base_a_2_52,предтурбулентный цикл,36,61,early,Lag_6,0,-2.8638169169425964e-08,2.8638169169425964e-08,-7.334165275096893e-09,7.334165275096893e-09,0.9999999977291918,0,0,1,0.9323853035836213,6.0,4.0
base,base_a_2_52,предтурбулентный цикл,36,61,early,Lag_7,0,-2.0489096641540527e-08,2.0489096641540527e-08,-5.122274160385132e-09,5.122274160385132e-09,0.9999999984764925,0,0,1,0.9323853035836213,9.0,6.0
base,base_a_2_52,предтурбулентный цикл,36,61,early,Lag_8,0,-2.176966518163681e-08,2.176966518163681e-08,-4.249159246683121e-09,4.249159246683121e-09,0.99999999848903,0,0,1,0.9323853035836213,8.0,7.0
base,base_a_2_52,предтурбулентный цикл,36,61,early,Lag_9,0,-1.3969838619232178e-08,1.3969838619232178e-08,-1.1641532182693481e-10,1.1641532182693481e-10,0.9999999953946019,0,0,1,0.9323853035836213,10.0,11.0
base,base_a_2_52,предтурбулентный цикл,36,61,early,Lag_10,0,-7.4214767664670944e-09,7.4214767664670944e-09,-9.167706593871117e-10,9.167706593871117e-10,0.9999999978781685,0,0,1,0.9323853035836213,11.0,10.0
base,base_a_2_52,предтурбулентный цикл,37,62,early,X_n,1,-2.5200000163167715,2.5200000163167715,-0.9999999825377017,0.9999999825377017,0.9303661116111412,1,0,1,0.9327034200132631,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,37,62,early,Lag_1,0,-8.312053978443146e-08,8.312053978443146e-08,-9.080395102500916e-09,9.080395102500916e-09,0.999999997356519,0,0,1,0.9327034200132631,2.0,4.0
