model,case,regime,start,end,stage,mean_abs_corr,max_abs_corr,false_stepwise,problem_window,selected_count,R2_enter,top_b,top_beta,correct_top_b,correct_top_beta,topk_b,topk_beta,pairwise_b,pairwise_beta,margin_b,margin_beta,delta_pairwise
delay,delay_g_1_25,сложный цикл,20,45,early,0.5107693795213291,0.9990140626859632,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.2499999999999902,0.9999999999999918,0.0
delay,delay_g_1_25,сложный цикл,21,46,early,0.5067581185967814,0.9989107195542658,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.2499999999999787,0.9999999999999927,0.0
delay,delay_g_1_25,сложный цикл,22,47,early,0.5083256763472543,0.9980969472996513,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.2499999999999787,0.9999999999999751,0.0
delay,delay_g_1_25,сложный цикл,23,48,early,0.5218355928676229,0.9978360052064064,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.249999999999984,0.999999999999996,0.0
delay,delay_g_1_25,сложный цикл,24,49,early,0.516189487189586,0.9978360052064064,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.2499999999999205,0.9999999999999836,0.0
delay,delay_g_1_25,сложный цикл,25,50,early,0.5124534754275892,0.993985649702057,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.2499999999999971,0.9999999999999958,0.0
delay,delay_g_1_25,сложный цикл,26,51,early,0.511452573224371,0.9936607329660161,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.2499999999999962,0.9999999999999992,0.0
delay,delay_g_1_25,сложный цикл,27,52,early,0.5157182139292606,0.9936607329660161,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.249999999999996,0.9999999999999959,0.0
delay,delay_g_1_25,сложный цикл,28,53,early,0.5091081894532954,0.9936607329660161,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.2499999999999938,1.0,0.0
delay,delay_g_1_25,сложный цикл,29,54,early,0.5053010406532811,0.9931041869073466,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.2499999999999964,0.9999999999999959,0.0
delay,delay_g_1_25,сложный цикл,30,55,early,0.5056855945229888,0.9885920644811121,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.2499999999999947,0.9999999999999989,0.0
delay,delay_g_1_25,сложный цикл,31,56,early,0.5155678547706486,0.9884516875712753,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.2499999999999902,0.9999999999999778,0.0
delay,delay_g_1_25,сложный цикл,32,57,early,0.509406181103093,0.9884516875712753,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.2499999999999185,0.9999999999999956,0.0
delay,delay_g_1_25,сложный цикл,33,58,early,0.5065694647028041,0.9680622940023267,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.249999999999997,0.9999999999999994,0.0
delay,delay_g_1_25,сложный цикл,34,59,early,0.5079375613048034,0.9699062108264438,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.2499999999999978,0.9999999999999976,0.0
delay,delay_g_1_25,сложный цикл,35,60,early,0.5121239681667982,0.9699062108264438,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.249999999999998,0.9999999999999982,0.0
delay,delay_g_1_25,сложный цикл,36,61,early,0.5040800633210076,0.9699062108264438,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.249999999999999,0.9999999999999996,0.0
delay,delay_g_1_25,сложный цикл,37,62,early,0.4991829202262286,0.9687900276955015,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.2499999999999982,0.9999999999999996,0.0
delay,delay_g_1_25,сложный цикл,38,63,early,0.4997623793860621,0.9534118527058161,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.25,0.9999999999999991,0.0
delay,delay_g_1_25,сложный цикл,39,64,early,0.5113757236568383,0.9534118527058161,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.2499999999999996,0.9999999999999993,0.0
delay,delay_g_1_25,сложный цикл,40,65,early,0.5049258914369622,0.9534118527058161,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.2499999999999973,0.9999999999999993,0.0
delay,delay_g_1_25,сложный цикл,41,66,early,0.498226698283847,0.9051506868430288,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.2499999999999978,0.9999999999999984,0.0
delay,delay_g_1_25,сложный цикл,42,67,early,0.4943107754464174,0.9002262499301057,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.2499999999999991,0.9999999999999994,0.0
delay,delay_g_1_25,сложный цикл,43,68,early,0.5032749939590526,0.9020440360676277,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.2499999999999942,1.0,0.0
delay,delay_g_1_25,сложный цикл,44,69,early,0.49998095017907884,0.9020440360676277,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.2499999999999987,0.9999999999999987,0.0
delay,delay_g_1_25,сложный цикл,45,70,early,0.4894777608914393,0.9020440360676277,0,0,1.0,1.0,Lag_1,Lag_1,1.0,1.0,1.0,1.0,1.0,1.0,1.2499999999999951,0.9999999999999991,0.0
